cusip,security_type,security_term,original_security_term,dated_date,maturity_date,int_rate,callable,original_issue_date,issue_date,auction_date
912827NG3,Note,5-Year 2-Month,5-Year 2-Month,1982-06-02,1987-08-15,13.75,No,1982-06-02,1982-06-02,1982-05-25
912827NH1,Note,2-Year,2-Year,1982-06-30,1984-06-30,14.375,No,1982-06-30,1982-06-30,1982-06-16
912827NJ7,Note,4-Year,4-Year,1982-07-06,1986-06-30,14.875,No,1982-07-06,1982-07-06,1982-06-29
912827NK4,Note,7-Year,7-Year,1982-07-08,1989-07-15,14.5,No,1982-07-08,1982-07-08,1982-07-01
912827NL2,Note,2-Year,2-Year,1982-08-02,1984-07-31,13.125,No,1982-08-02,1982-08-02,1982-07-21
912827NM0,Note,3-Year,3-Year,1982-08-16,1985-08-15,13.125,No,1982-08-16,1982-08-16,1982-08-03
912827NN8,Note,2-Year,2-Year,1982-08-31,1984-08-31,11.625,No,1982-08-31,1982-08-31,1982-08-25
912827NP3,Note,5-Year 2-Month,5-Year 2-Month,1982-09-07,1987-11-15,12.625,No,1982-09-07,1982-09-07,1982-08-31
912827NR9,Note,4-Year,4-Year,1982-09-30,1986-09-30,12.25,No,1982-09-30,1982-09-30,1982-09-21
912827NS7,Note,7-Year,7-Year,1982-09-29,1989-10-15,11.875,No,1982-09-29,1982-09-29,1982-09-22
912827NT5,Note,2-Year,2-Year,1982-11-01,1984-10-31,9.75,No,1982-11-01,1982-11-01,1982-10-20
912827NU2,Note,3-Year,3-Year,1982-11-15,1985-11-15,9.75,No,1982-11-15,1982-11-15,1982-11-03
912827NV0,Note,10-Year,10-Year,1982-11-15,1992-11-15,10.5,No,1982-11-15,1982-11-15,1982-11-04
912827NW8,Note,2-Year,2-Year,1982-11-30,1984-11-30,9.875,No,1982-11-30,1982-11-30,1982-11-17
912827NX6,Note,5-Year 2-Month,5-Year 2-Month,1982-12-02,1988-02-15,10.125,No,1982-12-02,1982-12-02,1982-11-23
912827NY4,Note,2-Year,2-Year,1982-12-31,1984-12-31,9.375,No,1982-12-31,1982-12-31,1982-12-15
912827NZ1,Note,4-Year,4-Year,1982-12-31,1986-12-31,10.0,No,1982-12-31,1982-12-31,1982-12-16
912827P22,Note,5-Year,5-Year,1994-02-28,1999-02-28,5.5,No,1994-02-28,1994-02-28,1994-02-24
912827P30,Note,2-Year,2-Year,1994-03-31,1996-03-31,5.125,No,1994-03-31,1994-03-31,1994-03-22
912827P48,Note,5-Year,5-Year,1994-03-31,1999-03-31,5.875,No,1994-03-31,1994-03-31,1994-03-23
912827P55,Note,2-Year,2-Year,1994-05-02,1996-04-30,5.5,No,1994-05-02,1994-05-02,1994-04-26
912827P63,Note,5-Year,5-Year,1994-05-02,1999-04-30,6.5,No,1994-05-02,1994-05-02,1994-04-28
912827P71,Note,3-Year,3-Year,1994-05-16,1997-05-15,6.5,No,1994-05-16,1994-05-16,1994-05-10
912827P89,Note,10-Year,10-Year,1994-05-15,2004-05-15,7.25,No,1994-05-16,1994-05-16,1994-05-11
912827P97,Note,2-Year,2-Year,1994-05-31,1996-05-31,5.875,No,1994-05-31,1994-05-31,1994-05-24
912827PA4,Note,7-Year,7-Year,1983-01-04,1990-01-15,10.5,No,1983-01-04,1983-01-04,1982-12-21
912827PB2,Note,2-Year,2-Year,1983-01-31,1985-01-31,9.25,No,1983-01-31,1983-01-31,1983-01-19
912827PC0,Note,3-Year,3-Year,1983-02-15,1986-02-15,9.875,No,1983-02-15,1983-02-15,1983-02-01
912827PD8,Note,10-Year,10-Year,1983-02-15,1993-02-15,10.875,No,1983-02-15,1983-02-15,1983-02-02
912827PE6,Note,2-Year,2-Year,1983-02-28,1985-02-28,9.625,No,1983-02-28,1983-02-28,1983-02-16
912827PF3,Note,5-Year 2-Month,5-Year 2-Month,1983-03-01,1988-05-15,9.875,No,1983-03-01,1983-03-01,1983-02-23
912827PG1,Note,2-Year,2-Year,1983-03-31,1985-03-31,9.625,No,1983-03-31,1983-03-31,1983-03-16
912827PH9,Note,4-Year,4-Year,1983-03-31,1987-03-31,10.25,No,1983-03-31,1983-03-31,1983-03-22
912827PJ5,Note,7-Year,7-Year,1983-04-04,1990-04-15,10.5,No,1983-04-04,1983-04-04,1983-03-23
912827PK2,Note,2-Year,2-Year,1983-05-02,1985-04-30,9.5,No,1983-05-02,1983-05-02,1983-04-20
912827PL0,Note,3-Year,3-Year,1983-05-16,1986-05-15,9.375,No,1983-05-16,1983-05-16,1983-05-03
912827PM8,Note,10-Year,10-Year,1983-05-16,1993-05-15,10.125,No,1983-05-16,1983-05-16,1983-05-04
912827PN6,Note,2-Year,2-Year,1983-05-31,1985-05-31,9.875,No,1983-05-31,1983-05-31,1983-05-26
912827PP1,Note,5-Year 2-Month,5-Year 2-Month,1983-06-03,1988-08-15,10.5,No,1983-06-03,1983-06-03,1983-06-01
912827PQ9,Note,2-Year,2-Year,1983-06-30,1985-06-30,10.0,No,1983-06-30,1983-06-30,1983-06-15
912827PR7,Note,4-Year,4-Year,1983-06-30,1987-06-30,10.5,No,1983-06-30,1983-06-30,1983-06-21
912827PS5,Note,7-Year,7-Year,1983-07-05,1990-07-15,10.75,No,1983-07-05,1983-07-05,1983-06-22
912827PT3,Note,2-Year,2-Year,1983-08-01,1985-07-31,10.625,No,1983-08-01,1983-08-01,1983-07-20
912827PU0,Note,3-Year,3-Year,1983-08-15,1986-08-15,11.375,No,1983-08-15,1983-08-15,1983-08-02
912827PV8,Note,10-Year,10-Year,1983-08-15,1993-08-15,11.875,No,1983-08-15,1983-08-15,1983-08-03
912827PW6,Note,2-Year,2-Year,1983-08-31,1985-08-31,10.625,No,1983-08-31,1983-08-31,1983-08-24
912827PX4,Note,5-Year 2-Month,5-Year 2-Month,1983-09-06,1988-11-15,11.75,No,1983-09-06,1983-09-06,1983-08-31
912827PY2,Note,2-Year,2-Year,1983-09-30,1985-09-30,10.875,No,1983-09-30,1983-09-30,1983-09-14
912827PZ9,Note,4-Year,4-Year,1983-09-30,1987-09-30,11.125,No,1983-09-30,1983-09-30,1983-09-20
912827Q21,Note,5-Year,5-Year,1994-05-31,1999-05-31,6.75,No,1994-05-31,1994-05-31,1994-05-25
912827Q39,Note,2-Year,2-Year,1994-06-30,1996-06-30,6.0,No,1994-06-30,1994-06-30,1994-06-21
912827Q47,Note,5-Year,5-Year,1994-06-30,1999-06-30,6.75,No,1994-06-30,1994-06-30,1994-06-22
912827Q54,Note,2-Year,2-Year,1994-08-01,1996-07-31,6.125,No,1994-08-01,1994-08-01,1994-07-26
912827Q62,Note,5-Year,5-Year,1994-08-01,1999-07-31,6.875,No,1994-08-01,1994-08-01,1994-07-27
912827Q70,Note,3-Year,3-Year,1994-08-15,1997-08-15,6.5,No,1994-08-15,1994-08-15,1994-08-09
912827Q88,Note,10-Year,10-Year,1994-08-15,2004-08-15,7.25,No,1994-08-15,1994-08-15,1994-08-10
912827Q96,Note,2-Year,2-Year,1994-08-31,1996-08-31,6.25,No,1994-08-31,1994-08-31,1994-08-23
912827QA3,Note,7-Year,7-Year,1983-10-05,1990-10-15,11.5,No,1983-10-05,1983-10-05,1983-09-21
912827QB1,Note,2-Year,2-Year,1983-10-31,1985-10-31,10.5,No,1983-10-31,1983-10-31,1983-10-19
912827QC9,Note,3-Year,3-Year,1983-11-15,1986-11-15,11.0,No,1983-11-15,1983-11-15,1983-11-07
912827QD7,Note,10-Year,10-Year,1983-11-15,1993-11-15,11.75,No,1983-11-15,1983-11-15,1983-11-09
912827QE5,Note,2-Year,2-Year,1983-11-30,1985-11-30,10.5,No,1983-11-30,1983-11-30,1983-11-22
912827QF2,Note,5-Year 2-Month,5-Year 2-Month,1983-12-01,1989-02-15,11.375,No,1983-12-01,1983-12-01,1983-11-29
912827QG0,Note,2-Year,2-Year,1984-01-03,1985-12-31,10.875,No,1984-01-03,1984-01-03,1983-12-21
912827QH8,Note,4-Year,4-Year,1984-01-03,1987-12-31,11.25,No,1984-01-03,1984-01-03,1983-12-27
912827QJ4,Note,7-Year,7-Year,1984-01-04,1991-01-15,11.75,No,1984-01-04,1984-01-04,1983-12-28
912827QK1,Note,2-Year,2-Year,1984-01-31,1986-01-31,10.625,No,1984-01-31,1984-01-31,1984-01-25
912827QL9,Note,3-Year,3-Year,1984-02-15,1987-02-15,10.875,No,1984-02-15,1984-02-15,1984-02-07
912827QM7,Note,2-Year,2-Year,1984-02-29,1986-02-28,10.875,No,1984-02-29,1984-02-29,1984-02-22
912827QN5,Note,5-Year 2-Month,5-Year 2-Month,1984-03-05,1989-05-15,11.75,No,1984-03-05,1984-03-05,1984-02-28
912827QP0,Note,2-Year,2-Year,1984-04-02,1986-03-31,11.5,No,1984-04-02,1984-04-02,1984-03-21
912827QQ8,Note,4-Year,4-Year,1984-04-02,1988-03-31,12.0,No,1984-04-02,1984-04-02,1984-03-27
912827QR6,Note,7-Year,7-Year,1984-04-04,1991-04-15,12.375,No,1984-04-04,1984-04-04,1984-03-28
912827QS4,Note,2-Year,2-Year,1984-04-30,1986-04-30,11.75,No,1984-04-30,1984-04-30,1984-04-25
912827QT2,Note,3-Year,3-Year,1984-05-15,1987-05-15,12.5,No,1984-05-15,1984-05-15,1984-05-08
912827QU9,Note,10-Year,10-Year,1984-05-15,1994-05-15,13.125,No,1984-05-15,1984-05-15,1984-05-09
912827QV7,Note,2-Year,2-Year,1984-05-31,1986-05-31,12.625,No,1984-05-31,1984-05-31,1984-05-23
912827QW5,Note,5-Year 2-Month,5-Year 2-Month,1984-06-01,1989-08-15,13.875,No,1984-06-01,1984-06-01,1984-05-31
912827QX3,Note,2-Year,2-Year,1984-07-02,1986-06-30,13.0,No,1984-07-02,1984-07-02,1984-06-20
912827QY1,Note,4-Year,4-Year,1984-07-02,1988-06-30,13.625,No,1984-07-02,1984-07-02,1984-06-26
912827QZ8,Note,7-Year,7-Year,1984-07-09,1991-07-15,13.75,No,1984-07-09,1984-07-09,1984-07-03
912827R20,Note,5-Year,5-Year,1994-08-31,1999-08-31,6.875,No,1994-08-31,1994-08-31,1994-08-24
912827R38,Note,2-Year,2-Year,1994-09-30,1996-09-30,6.5,No,1994-09-30,1994-09-30,1994-09-27
912827R46,Note,5-Year,5-Year,1994-09-30,1999-09-30,7.125,No,1994-09-30,1994-09-30,1994-09-28
912827R61,Note,5-Year,5-Year,1994-10-31,1999-10-31,7.5,No,1994-10-31,1994-10-31,1994-10-26
912827R79,Note,3-Year,3-Year,1994-11-15,1997-11-15,7.375,No,1994-11-15,1994-11-15,1994-11-08
912827R87,Note,10-Year,10-Year,1994-11-15,2004-11-15,7.875,No,1994-11-15,1994-11-15,1994-11-09
912827R95,Note,2-Year,2-Year,1994-11-30,1996-11-30,7.25,No,1994-11-30,1994-11-30,1994-11-21
912827RA2,Note,2-Year,2-Year,1984-07-31,1986-07-31,12.625,No,1984-07-31,1984-07-31,1984-07-25
912827RB0,Note,3-Year,3-Year,1984-08-15,1987-08-15,12.375,No,1984-08-15,1984-08-15,1984-08-07
912827RC8,Note,10-Year,10-Year,1984-08-15,1994-08-15,12.625,No,1984-08-15,1984-08-15,1984-08-08
912827RD6,Note,2-Year,2-Year,1984-08-31,1986-08-31,12.375,No,1984-08-31,1984-08-31,1984-08-22
912827RE4,Note,5-Year 2-Month,5-Year 2-Month,1984-09-04,1989-11-15,12.75,No,1984-09-04,1984-09-04,1984-08-29
912827RF1,Note,2-Year,2-Year,1984-10-01,1986-09-30,11.875,No,1984-10-01,1984-10-01,1984-09-19
912827RG9,Note,7-Year,7-Year,1984-10-23,1991-10-15,12.25,No,1984-10-23,1984-10-23,1984-10-16
912827RH7,Note,3-Year 11-Month,3-Year 11-Month,1984-10-31,1988-09-30,11.375,No,1984-10-31,1984-10-31,1984-10-24
912827RJ3,Note,3-Year 11-Month,3-Year 11-Month,1984-10-31,1988-09-30,11.375,No,1984-10-31,1984-10-31,1984-10-24
912827RK0,Note,2-Year,2-Year,1984-10-31,1986-10-31,11.625,No,1984-10-31,1984-10-31,1984-10-17
912827RL8,Note,3-Year,3-Year,1984-11-15,1987-11-15,11.0,No,1984-11-15,1984-11-15,1984-11-05
912827RM6,Note,10-Year,10-Year,1984-11-15,1994-11-15,11.625,No,1984-11-15,1984-11-15,1984-11-07
912827RN4,Note,2-Year,2-Year,1984-11-30,1986-11-30,10.375,No,1984-11-30,1984-11-30,1984-11-21
912827RP9,Note,5-Year 2-Month,5-Year 2-Month,1984-12-03,1990-02-15,11.0,No,1984-12-03,1984-12-03,1984-11-28
912827RQ7,Note,5-Year 2-Month,5-Year 2-Month,1984-12-03,1990-02-15,11.0,No,1984-12-03,1984-12-03,1984-11-28
912827RR5,Note,2-Year,2-Year,1984-12-31,1986-12-31,9.875,No,1984-12-31,1984-12-31,1984-12-19
912827RS3,Note,4-Year,4-Year,1984-12-31,1988-12-31,10.625,No,1984-12-31,1984-12-31,1984-12-26
912827RT1,Note,7-Year,7-Year,1985-01-04,1992-01-15,11.625,No,1985-01-04,1985-01-04,1985-01-02
912827RU8,Note,2-Year,2-Year,1985-01-31,1987-01-31,9.75,No,1985-01-31,1985-01-31,1985-01-23
912827RV6,Note,3-Year,3-Year,1985-02-15,1988-02-15,10.375,No,1985-02-15,1985-02-15,1985-02-05
912827RW4,Note,10-Year,10-Year,1985-02-15,1995-02-15,11.25,No,1985-02-15,1985-02-15,1985-02-06
912827RX2,Note,2-Year,2-Year,1985-02-28,1987-02-28,10.0,No,1985-02-28,1985-02-28,1985-02-20
912827RY0,Note,5-Year 2-Month,5-Year 2-Month,1985-03-01,1990-05-15,11.375,No,1985-03-01,1985-03-01,1985-02-26
912827RZ7,Note,2-Year,2-Year,1985-04-01,1987-03-31,10.75,No,1985-04-01,1985-04-01,1985-03-20
912827S29,Note,5-Year,5-Year,1994-11-30,1999-11-30,7.75,No,1994-11-30,1994-11-30,1994-11-22
912827S37,Note,2-Year,2-Year,1995-01-03,1996-12-31,7.5,No,1995-01-03,1995-01-03,1994-12-21
912827S45,Note,5-Year,5-Year,1995-01-03,1999-12-31,7.75,No,1995-01-03,1995-01-03,1994-12-22
912827S52,Note,2-Year,2-Year,1995-01-31,1997-01-31,7.5,No,1995-01-31,1995-01-31,1995-01-24
912827S60,Note,5-Year,5-Year,1995-01-31,2000-01-31,7.75,No,1995-01-31,1995-01-31,1995-01-25
912827S78,Note,3-Year,3-Year,1995-02-15,1998-02-15,7.25,No,1995-02-15,1995-02-15,1995-02-07
912827S86,Note,10-Year,10-Year,1995-02-15,2005-02-15,7.5,No,1995-02-15,1995-02-15,1995-02-08
912827S94,Note,2-Year,2-Year,1995-02-28,1997-02-28,6.875,No,1995-02-28,1995-02-28,1995-02-22
912827SA1,Note,4-Year,4-Year,1985-04-01,1989-03-31,11.25,No,1985-04-01,1985-04-01,1985-03-26
912827SB9,Note,7-Year,7-Year,1985-04-02,1992-04-15,11.75,No,1985-04-02,1985-04-02,1985-03-27
912827SC7,Note,2-Year,2-Year,1985-04-30,1987-04-30,9.75,No,1985-04-30,1985-04-30,1985-04-24
912827SD5,Note,3-Year,3-Year,1985-05-15,1988-05-15,10.0,No,1985-05-15,1985-05-15,1985-05-07
912827SE3,Note,10-Year,10-Year,1985-05-15,1995-05-15,11.25,No,1985-05-15,1985-05-15,1985-05-08
912827SF0,Note,2-Year,2-Year,1985-05-31,1987-05-31,9.125,No,1985-05-31,1985-05-31,1985-05-22
912827SG8,Note,5-Year 2-Month,5-Year 2-Month,1985-06-04,1990-08-15,9.875,No,1985-06-04,1985-06-04,1985-05-29
912827SH6,Note,5-Year 2-Month,5-Year 2-Month,1985-06-04,1990-08-15,9.875,No,1985-06-04,1985-06-04,1985-05-29
912827SJ2,Note,2-Year,2-Year,1985-07-01,1987-06-30,8.5,No,1985-07-01,1985-07-01,1985-06-19
912827SK9,Note,4-Year,4-Year,1985-07-01,1989-06-30,9.625,No,1985-07-01,1985-07-01,1985-06-25
912827SL7,Note,7-Year,7-Year,1985-07-02,1992-07-15,10.375,No,1985-07-02,1985-07-02,1985-06-26
912827SM5,Note,2-Year,2-Year,1985-07-31,1987-07-31,8.875,No,1985-07-31,1985-07-31,1985-07-24
912827SN3,Note,3-Year,3-Year,1985-08-15,1988-08-15,9.5,No,1985-08-15,1985-08-15,1985-08-06
912827SP8,Note,10-Year,10-Year,1985-08-15,1995-08-15,10.5,No,1985-08-15,1985-08-15,1985-08-07
912827SQ6,Note,2-Year,2-Year,1985-09-03,1987-08-31,8.875,No,1985-09-03,1985-09-03,1985-08-21
912827SR4,Note,5-Year 2-Month,5-Year 2-Month,1985-09-03,1990-11-15,9.625,No,1985-09-03,1985-09-03,1985-08-28
912827SS2,Note,2-Year,2-Year,1985-09-30,1987-09-30,9.0,No,1985-09-30,1985-09-30,1985-09-18
912827ST0,Note,2-Year,2-Year,1985-10-31,1987-10-31,8.875,No,1985-10-31,1985-10-31,1985-10-23
912827SU7,Note,3-Year 11-Month,3-Year 11-Month,1985-11-01,1989-09-30,9.375,No,1985-11-01,1985-11-01,1985-10-29
912827SV5,Note,6-Year 11-Month,6-Year 11-Month,1985-11-01,1992-10-15,9.75,No,1985-11-01,1985-11-01,1985-10-30
912827SW3,Note,2-Year,2-Year,1985-12-02,1987-11-30,8.5,No,1985-12-02,1985-12-02,1985-11-20
912827SX1,Note,3-Year,3-Year,1985-11-26,1988-11-15,8.625,No,1985-11-26,1985-11-26,1985-11-19
912827SY9,Note,10-Year,10-Year,1985-11-15,1995-11-15,9.5,No,1985-11-29,1985-11-29,1985-11-21
912827SZ6,Note,5-Year 2-Month,5-Year 2-Month,1985-12-03,1991-02-15,9.125,No,1985-12-03,1985-12-03,1985-11-27
912827T28,Note,5-Year,5-Year,1995-02-28,2000-02-29,7.125,No,1995-02-28,1995-02-28,1995-02-23
912827T36,Note,2-Year,2-Year,1995-03-31,1997-03-31,6.625,No,1995-03-31,1995-03-31,1995-03-28
912827T44,Note,5-Year,5-Year,1995-03-31,2000-03-31,6.875,No,1995-03-31,1995-03-31,1995-03-29
912827T51,Note,2-Year,2-Year,1995-05-01,1997-04-30,6.5,No,1995-05-01,1995-05-01,1995-04-25
912827T69,Note,5-Year,5-Year,1995-05-01,2000-04-30,6.75,No,1995-05-01,1995-05-01,1995-04-26
912827T77,Note,3-Year,3-Year,1995-05-15,1998-05-15,6.125,No,1995-05-15,1995-05-15,1995-05-09
912827T85,Note,10-Year,10-Year,1995-05-15,2005-05-15,6.5,No,1995-05-15,1995-05-15,1995-05-10
912827T93,Note,2-Year,2-Year,1995-05-31,1997-05-31,6.125,No,1995-05-31,1995-05-31,1995-05-23
912827TA0,Note,2-Year,2-Year,1985-12-31,1987-12-31,7.875,No,1985-12-31,1985-12-31,1985-12-17
912827TB8,Note,4-Year,4-Year,1985-12-31,1989-12-31,8.375,No,1985-12-31,1985-12-31,1985-12-18
912827TC6,Note,7-Year,7-Year,1986-01-15,1993-01-15,8.75,No,1986-01-15,1986-01-15,1986-01-07
912827TD4,Note,2-Year,2-Year,1986-01-31,1988-01-31,8.125,No,1986-01-31,1986-01-31,1986-01-22
912827TE2,Note,3-Year,3-Year,1986-02-18,1989-02-15,8.0,No,1986-02-18,1986-02-18,1986-02-04
912827TF9,Note,10-Year,10-Year,1986-02-15,1996-02-15,8.875,No,1986-02-18,1986-02-18,1986-02-05
912827TG7,Note,10-Year,10-Year,1986-02-15,1996-02-15,8.875,No,1986-02-18,1986-02-18,1986-02-05
912827TH5,Note,2-Year,2-Year,1986-02-28,1988-02-29,8.0,No,1986-02-28,1986-02-28,1986-02-19
912827TJ1,Note,5-Year 2-Month,5-Year 2-Month,1986-03-05,1991-05-15,8.125,No,1986-03-05,1986-03-05,1986-02-26
912827TK8,Note,2-Year,2-Year,1986-03-31,1988-03-31,7.125,No,1986-03-31,1986-03-31,1986-03-19
912827TL6,Note,4-Year,4-Year,1986-03-31,1990-03-31,7.25,No,1986-03-31,1986-03-31,1986-03-25
912827TM4,Note,7-Year,7-Year,1986-04-03,1993-04-15,7.375,No,1986-04-03,1986-04-03,1986-03-26
912827TN2,Note,2-Year,2-Year,1986-04-30,1988-04-30,6.625,No,1986-04-30,1986-04-30,1986-04-23
912827TP7,Note,3-Year,3-Year,1986-05-15,1989-05-15,6.875,No,1986-05-15,1986-05-15,1986-05-06
912827TQ5,Note,10-Year,10-Year,1986-05-15,1996-05-15,7.375,No,1986-05-15,1986-05-15,1986-05-07
912827TR3,Note,2-Year,2-Year,1986-06-02,1988-05-31,7.125,No,1986-06-02,1986-06-02,1986-05-21
912827TS1,Note,5-Year 2-Month,5-Year 2-Month,1986-06-03,1991-08-15,7.5,No,1986-06-03,1986-06-03,1986-05-28
912827TT9,Note,2-Year,2-Year,1986-06-30,1988-06-30,7.0,No,1986-06-30,1986-06-30,1986-06-18
912827TU6,Note,4-Year,4-Year,1986-06-30,1990-06-30,7.25,No,1986-06-30,1986-06-30,1986-06-24
912827TV4,Note,7-Year,7-Year,1986-07-07,1993-07-15,7.25,No,1986-07-07,1986-07-07,1986-06-25
912827TW2,Note,2-Year,2-Year,1986-07-31,1988-07-31,6.625,No,1986-07-31,1986-07-31,1986-07-23
912827TX0,Note,3-Year,3-Year,1986-08-15,1989-08-15,6.625,No,1986-08-15,1986-08-15,1986-08-05
912827TY8,Note,2-Year,2-Year,1986-09-02,1988-08-31,6.125,No,1986-09-02,1986-09-02,1986-08-20
912827TZ5,Note,5-Year 2-Month,5-Year 2-Month,1986-09-03,1991-11-15,6.5,No,1986-09-03,1986-09-03,1986-08-27
912827U26,Note,5-Year,5-Year,1995-05-31,2000-05-31,6.25,No,1995-05-31,1995-05-31,1995-05-24
912827U34,Note,2-Year,2-Year,1995-06-30,1997-06-30,5.625,No,1995-06-30,1995-06-30,1995-06-27
912827U42,Note,5-Year,5-Year,1995-06-30,2000-06-30,5.875,No,1995-06-30,1995-06-30,1995-06-28
912827U59,Note,2-Year,2-Year,1995-07-31,1997-07-31,5.875,No,1995-07-31,1995-07-31,1995-07-25
912827U67,Note,5-Year,5-Year,1995-07-31,2000-07-31,6.125,No,1995-07-31,1995-07-31,1995-07-26
912827U75,Note,3-Year,3-Year,1995-08-15,1998-08-15,5.875,No,1995-08-15,1995-08-15,1995-08-08
912827U83,Note,10-Year,10-Year,1995-08-15,2005-08-15,6.5,No,1995-08-15,1995-08-15,1995-08-09
912827U91,Note,2-Year,2-Year,1995-08-31,1997-08-31,6.0,No,1995-08-31,1995-08-31,1995-08-22
912827UA8,Note,2-Year,2-Year,1986-09-30,1988-09-30,6.375,No,1986-09-30,1986-09-30,1986-09-23
912827UB6,Note,4-Year,4-Year,1986-09-30,1990-09-30,6.75,No,1986-09-30,1986-09-30,1986-09-24
912827UC4,Note,2-Year,2-Year,1986-10-31,1988-10-31,6.375,No,1986-10-31,1986-10-31,1986-10-22
912827UD2,Note,6-Year 11-Month,6-Year 11-Month,1986-11-03,1993-10-15,7.125,No,1986-11-03,1986-11-03,1986-10-28
912827UE0,Note,3-Year,3-Year,1986-11-17,1989-11-15,6.375,No,1986-11-17,1986-11-17,1986-11-04
912827UF7,Note,10-Year,10-Year,1986-11-15,1996-11-15,7.25,No,1986-11-15,1986-11-17,1986-11-05
912827UG5,Note,2-Year,2-Year,1986-12-01,1988-11-30,6.25,No,1986-12-01,1986-12-01,1986-11-19
912827UH3,Note,5-Year 2-Month,5-Year 2-Month,1986-12-03,1992-02-15,6.625,No,1986-12-03,1986-12-03,1986-11-25
912827UJ9,Note,2-Year,2-Year,1986-12-31,1988-12-31,6.25,No,1986-12-31,1986-12-31,1986-12-17
912827UK6,Note,4-Year,4-Year,1986-12-31,1990-12-31,6.625,No,1986-12-31,1986-12-31,1986-12-18
912827UL4,Note,7-Year,7-Year,1987-01-05,1994-01-15,7.0,No,1987-01-05,1987-01-05,1986-12-30
912827UM2,Note,2-Year,2-Year,1987-02-02,1989-01-31,6.125,No,1987-02-02,1987-02-02,1987-01-21
912827UN0,Note,3-Year,3-Year,1987-02-17,1990-02-15,6.5,No,1987-02-17,1987-02-17,1987-02-03
912827UP5,Note,2-Year,2-Year,1987-03-02,1989-02-28,6.25,No,1987-03-02,1987-03-02,1987-02-24
912827UQ3,Note,5-Year 2-Month,5-Year 2-Month,1987-03-03,1992-05-15,6.625,No,1987-03-03,1987-03-03,1987-02-25
912827UR1,Note,2-Year,2-Year,1987-03-31,1989-03-31,6.375,No,1987-03-31,1987-03-31,1987-03-24
912827US9,Note,4-Year,4-Year,1987-03-31,1991-03-31,6.75,No,1987-03-31,1987-03-31,1987-03-25
912827UT7,Note,7-Year,7-Year,1987-04-01,1994-04-15,7.0,No,1987-04-01,1987-04-01,1987-03-26
912827UU4,Note,2-Year,2-Year,1987-04-30,1989-04-30,7.125,No,1987-04-30,1987-04-30,1987-04-22
912827UV2,Note,3-Year,3-Year,1987-05-15,1990-05-15,7.875,No,1987-05-15,1987-05-15,1987-05-05
912827UW0,Note,10-Year,10-Year,1987-05-15,1997-05-15,8.5,No,1987-05-15,1987-05-15,1987-05-06
912827UX8,Note,2-Year,2-Year,1987-06-01,1989-05-31,8.0,No,1987-06-01,1987-06-01,1987-05-20
912827UY6,Note,5-Year 2-Month,5-Year 2-Month,1987-06-03,1992-08-15,8.25,No,1987-06-03,1987-06-03,1987-05-27
912827UZ3,Note,2-Year,2-Year,1987-06-30,1989-06-30,7.375,No,1987-06-30,1987-06-30,1987-06-23
912827V25,Note,5-Year,5-Year,1995-08-31,2000-08-31,6.25,No,1995-08-31,1995-08-31,1995-08-23
912827V33,Note,2-Year,2-Year,1995-10-02,1997-09-30,5.75,No,1995-10-02,1995-10-02,1995-09-26
912827V41,Note,5-Year,5-Year,1995-10-02,2000-09-30,6.125,No,1995-10-02,1995-10-02,1995-09-27
912827V58,Note,2-Year,2-Year,1995-10-31,1997-10-31,5.625,No,1995-10-31,1995-10-31,1995-10-24
912827V66,Note,5-Year,5-Year,1995-10-31,2000-10-31,5.75,No,1995-10-31,1995-10-31,1995-10-25
912827V74,Note,3-Year,3-Year,1995-11-24,1998-11-15,5.5,No,1995-11-24,1995-11-24,1995-11-20
912827V82,Note,10-Year,10-Year,1995-11-15,2005-11-15,5.875,No,1995-11-24,1995-11-24,1995-11-21
912827V90,Note,2-Year,2-Year,1995-11-30,1997-11-30,5.375,No,1995-11-30,1995-11-30,1995-11-28
912827VA7,Note,4-Year,4-Year,1987-06-30,1991-06-30,7.875,No,1987-06-30,1987-06-30,1987-06-24
912827VB5,Note,7-Year,7-Year,1987-07-06,1994-07-15,8.0,No,1987-07-06,1987-07-06,1987-06-25
912827VC3,Note,2-Year,2-Year,1987-07-31,1989-07-31,7.625,No,1987-07-31,1987-07-31,1987-07-30
912827VD1,Note,3-Year,3-Year,1987-08-17,1990-08-15,7.875,No,1987-08-17,1987-08-17,1987-08-11
912827VE9,Note,10-Year,10-Year,1987-08-15,1997-08-15,8.625,No,1987-08-17,1987-08-17,1987-08-12
912827VF6,Note,2-Year,2-Year,1987-08-31,1989-08-31,7.75,No,1987-08-31,1987-08-31,1987-08-26
912827VG4,Note,5-Year 2-Month,5-Year 2-Month,1987-09-03,1992-11-15,8.375,No,1987-09-03,1987-09-03,1987-08-27
912827VH2,Note,2-Year,2-Year,1987-09-30,1989-09-30,8.5,No,1987-09-30,1987-09-30,1987-09-29
912827VJ8,Note,4-Year,4-Year,1987-10-15,1991-09-30,9.125,No,1987-10-15,1987-10-15,1987-10-06
912827VK5,Note,7-Year,7-Year,1987-10-15,1994-10-15,9.5,No,1987-10-15,1987-10-15,1987-10-07
912827VL3,Note,2-Year,2-Year,1987-11-02,1989-10-31,7.875,No,1987-11-02,1987-11-02,1987-10-21
912827VM1,Note,3-Year,3-Year,1987-11-16,1990-11-15,8.0,No,1987-11-16,1987-11-16,1987-11-03
